objname,pgc,objtype,al1950,de1950,al2000,de2000,l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,m21,e_m21,mfir,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,itc,ubtc,bvtc,bri25,vrot,e_vrot,mg2,e_mg2,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs
NGC3251,30892,G ,10.4417232,26.3553957,10.4880072,26.0992146,206.5568305,58.3155712,78.2826685,-23.2227892,0,SBbc,B,,,,4.4,1.6,,1.314,0.034,0.615,0.025,54.89,22.217,0.385,15.507,0.162,14.072,0.28,,,12.498,0.095,9.782,0.058,15.877,0.095,13.26,,,216.95,6.19,,,,,5087.2,2.9,5086.6,1.7,5086.8,1.2,0.122,0.964,83.64,0.15,1.301,12.952,12.444,,,23.297,218.29,6.25,,,15.728,2.776,5001.8,5034,5176.8,5391.6,34.387,0.21,,,34.387,0.21,-21.435,0.35
NGC3327,31729,G ,10.6204784,24.3522474,10.6660898,24.0912595,211.353325,60.2891479,81.5062054,-22.2023587,0,Sb,,R,,,3.1,0.4,,1.101,0.04,0.164,0.026,80.67,21.803,0.437,15.379,0.267,14.031,0.314,,,12.565,0.123,10.037,0.06,15.852,0.21,,,,144.23,6.43,,,,,6315.3,3.7,6304.1,2.4,6307.5,3.6,0.117,0.245,48.88,0.02,1.105,13.623,12.513,,,22.996,191.46,8.71,,,15.83,2.207,6214.1,6249.9,6394.7,6621.5,34.839,0.17,35.032,0.108,34.976,0.091,-21.353,0.327
NGC3332,31768,G ,10.6307855,9.4437564,10.6745449,9.1825121,236.8319418,54.2683183,96.2953346,-28.8935928,0,E-S0,,,M,,-2.7,1,,1.138,0.042,0.08,0.027,145.38,21.417,0.308,15.291,0.053,13.589,0.264,,,11.966,0.137,9.408,0.065,16.492,0.168,,,,141.66,5.93,,,217.53,10.51,5834,3.7,5833.3,1.8,5833.5,1.3,0.137,0,40.34,0.02,1.152,13.365,11.906,,,23.023,218.82,9.69,0.283,0.009,16.471,3.105,5667,5722.9,5850.8,6185.7,34.647,0.185,34.538,0.034,34.538,0.034,-21.173,0.266
NGC3368,32192,G ,10.7353968,12.083702,10.7793605,11.8199234,234.4352726,57.0102648,94.2882351,-26.4065571,0,Sab,B,R,,,2.1,0.7,,1.917,0.025,0.176,0.038,4.57,21.077,0.367,10.391,0.096,10.081,0.096,9.211,0.089,8.12,0.054,6.332,0.055,12.986,0.12,10.479,0.405,0.95,157.27,3.36,,,118.84,3.62,892,2.1,906.9,33.6,892,1.6,0.109,0.226,51.07,0.03,1.92,9.737,8.072,0.254,0.796,23.144,202.18,4.57,0.17,0.012,12.96,3.223,739.3,792.3,926.1,1240.4,30.694,1.172,29.955,0.019,29.955,0.019,-20.218,0.098
NGC3370,32207,G ,10.7398944,17.5375399,10.7844551,17.2736572,225.3510027,59.6722127,88.8842968,-23.9882468,0,SABc,B,,,,5.1,1.1,,1.387,0.038,0.236,0.035,146.5,21.133,0.29,,,12.239,0.25,12.16,0.1,11.113,0.05,9.44,0.037,14.199,0.105,11.552,,0.9,124.15,2.37,,,92.43,9.91,1280.6,2.5,1367,67,1280.7,2.9,0.133,0.403,56.18,0.03,1.391,11.696,11.055,,,22.466,149.44,2.96,0.114,0.006,14.169,2.473,1154.5,1200.2,1340.7,1616.3,31.454,0.809,32.371,0.031,32.371,0.031,-20.676,0.252
NGC3435,32786,G ,10.8609358,61.5564776,10.9134282,61.2898804,144.5937049,50.6494048,51.0205127,0.3368273,0,SBb,B,R,,,3,0.4,,1.244,0.068,0.174,0.05,33.27,23.297,0.222,15.269,0.009,14.052,0.288,,,12.739,0.14,10.764,0.078,15.254,0.275,,,,167.81,5.93,,,,,5157.8,5.1,5173.5,3.2,5169,5.5,0.065,0.257,50.22,0.03,1.243,13.692,12.711,,,23.718,218.36,8.08,,,15.228,1.536,5276.1,5255,5401.2,5306,34.472,0.201,34.535,0.025,34.535,0.025,-20.843,0.289
NGC3465,33099,G ,10.9302747,75.4593119,10.9920139,75.1912222,131.9271985,39.9207012,39.5204671,8.2183055,0,Sb,,,,,2.5,0.7,,0.977,0.055,0.072,0.025,,,,,,14.553,0.319,,,,,10.968,0.069,16.23,0.272,,,,70.31,3.14,,,,,7171.2,6.2,7219.7,10.9,7183.1,15.3,0.268,0.102,33.45,0.02,0.999,14.129,,,,23.059,127.56,6.02,,,16.208,2.079,7357.1,7315.4,7444.7,7234,35.18,0.146,,,35.18,0.146,-21.051,0.351
NGC3644,34814,G ,11.3162562,3.0847311,11.35913,2.8105125,257.5871058,57.5408291,106.8880474,-21.5967663,0,Sa,B,R,,,1.2,0.7,,1.154,0.075,0.367,0.052,64.92,23.077,0.62,16.097,0.082,15.024,0.394,,,13.4,0.104,10.816,0.093,16.255,0.194,,,,186.04,6.75,,,,,7142.7,4.8,7143.2,2.9,7143.1,1.8,0.218,0.334,72.45,0.06,1.16,14.383,13.304,,,24.128,195.12,7.18,,,16.2,1.816,6961.4,7026.3,7157.1,7507.5,35.093,0.152,,,35.093,0.152,-20.71,0.423
NGC3663,35006,G ,11.3579134,-12.0216501,11.399975,-12.2963949,271.8301623,45.229736,122.952677,-24.9265114,0,Sbc,,,,,3.9,0.5,,1.297,0.029,0.143,0.023,84.67,21.809,0.233,,,13.165,0.378,,,11.535,0.084,9.956,0.129,14.454,0.234,13.607,,,148.4,5.1,,,125.4,34.67,5015.8,5.1,5040,8,5022.7,8.4,0.219,0.231,45.48,0.02,1.312,12.683,11.439,,,23.131,208.11,7.36,,,14.433,1.75,4785.1,4864.6,4966.5,5390.6,34.299,0.218,34.332,0.019,34.332,0.019,-21.649,0.379
NGC3672,35088,G ,11.375141,-9.5204629,11.4173529,-9.7954052,270.4229853,47.5489761,120.3273467,-24.1412164,0,Sc,,,,,5,0.4,,1.463,0.033,0.236,0.026,7.17,22.216,0.548,,,12.071,0.163,11.342,0.04,10.215,0.038,8.27,0.015,13.389,0.146,10.755,0.32,0.78,190.38,2.82,,,,,1866.8,3.1,1860.5,5.1,1865.1,2.7,0.178,0.402,56.17,0.03,1.471,11.481,10.137,,0.603,22.679,229.19,3.52,,,13.359,1.878,1636.3,1713.8,1821.3,2234.1,32.115,0.596,31.849,0.235,31.885,0.219,-20.404,0.273
NGC3735,35869,G ,11.5506706,70.812231,11.5992528,70.5356348,131.7423197,45.2794634,44.9334517,8.4415881,0,Sc,,,,,5.2,0.6,S2,1.549,0.034,0.648,0.039,129.67,,,,,12.34,0.271,12.5,0.1,10.734,0.05,8.477,0.052,14.065,0.108,10.842,,,239.61,5.58,,,140.78,5.61,2695.5,3.5,2738,39,2695.8,3.6,0.073,1.072,83.62,0.15,1.53,11.181,10.702,,,22.624,241.1,5.63,,,13.917,2.736,2853.2,2818.4,2957.8,2775.7,33.159,0.367,32.88,0.274,32.98,0.219,-21.799,0.349
NGC3746,35997,G ,11.5853001,22.286664,11.6287851,22.0097718,225.9093822,72.4972777,89.5522685,-11.1770498,0,Sab,B,R,,,2.3,0.6,,1.052,0.039,0.325,0.026,114.75,23.048,0.524,15.931,0.012,14.978,0.113,,,13.286,0.073,11.005,0.063,17.581,0.42,,0.59,0.98,253.3,9.92,,,,,9022,7.9,9015.6,2.5,9016.2,2.2,0.134,0.415,66.57,0.04,1.051,14.339,13.227,,,23.497,276.07,10.9,,,17.539,3.2,8930.6,8970.8,9129.5,9337.9,35.623,0.119,,,35.623,0.119,-21.284,0.164
NGC3786,36158,G ,11.6179808,32.184245,11.6617836,31.9071305,191.5924058,73.7029751,80.4872755,-6.9279197,0,SABa,B,R,M,,1.1,0.5,S1.8,1.292,0.032,0.29,0.025,71.99,,,15.879,0.021,13.417,0.232,13.74,0.1,12.949,0.089,9.367,0.052,14.983,0.116,,0.02,0.82,155.6,7.01,,,134.8,12.34,2704.7,6.4,2688.2,11.6,2700.9,6.3,0.103,0.265,65.12,0.04,1.29,13.015,12.904,,,23.293,171.52,7.79,,,14.944,1.929,2666.5,2692,2856.6,2986.9,33.098,0.38,33.196,0.059,33.196,0.059,-20.181,0.239
NGC3873,36670,G ,11.7196428,20.0515436,11.7628074,19.7738152,235.4954505,73.2609844,92.3709123,-10.2516435,0,E,,,M,,-4.9,0.4,,1.055,0.045,0.029,0.025,,21.459,0.2,15.417,0.126,13.854,0.146,12.854,0.146,12.315,0.176,9.805,0.081,,,,0.455,1.005,,,,,249,5.46,,,5382.7,2.8,5382.7,2.8,0.112,0,28.48,0.02,1.072,13.661,12.266,0.412,0.923,23.003,,,0.285,0.004,,,5289.6,5332.9,5491.2,5709.6,34.505,0.198,34.421,0.046,34.421,0.046,-20.76,0.153
NGC3889,36662,G ,11.7523612,56.296174,11.7967024,56.0183337,140.1989247,58.9254315,58.8851965,3.9545301,0,E-S0,,,,,-3.3,1.6,,0.861,0.054,0.246,0.028,122.98,20.849,0.189,17.266,0.042,15.552,0.354,,,14.09,0.092,11.636,0.139,,,,,,,,,,,,,,16405.1,2.5,16405.1,2.5,0.05,0,82.6,0.13,0.858,15.257,14.068,,,23.567,,,,,,,16496.8,16484.2,16642.6,16571,36.958,0.065,,,36.958,0.065,-21.702,0.36
NGC3891,36832,G ,11.7575903,30.6372276,11.8009311,30.35934,196.0916972,75.7496907,82.6182404,-5.8778596,0,Sbc,,,,,3.7,0.5,,1.235,0.031,0.125,0.031,71.38,22.322,0.343,14.668,0.027,13.442,0.314,12.762,0.314,11.97,0.264,9.777,0.048,14.944,0.157,,,,190.3,6.09,,,,,6286.4,4.6,6289.7,2.2,6289.1,1.6,0.157,0.2,42.91,0.02,1.245,13.044,11.901,-0.024,0.579,23.135,279.49,9.39,,,14.923,1.879,6250.2,6277.9,6443.5,6579.7,34.867,0.168,35.663,0.129,35.369,0.398,-22.325,0.507
NGC3905,36909,G ,11.7754925,-9.45193,11.8180354,-9.7299492,278.5099717,50.1616455,121.7082192,-18.359064,0,Sc,B,,,,4.7,0.5,,1.277,0.052,0.168,0.036,62.5,22.812,0.306,,,13.407,0.092,12.837,0.092,11.871,0.196,9.977,0.148,15.533,0.263,12.972,,0.645,91.72,4.32,,,,,5760.9,4.6,5774,6,5765.8,5.2,0.169,0.283,48.68,0.02,1.286,12.923,11.797,,0.462,23.213,122.13,5.91,,,15.511,2.588,5547.8,5625,5738.1,6130.5,34.601,0.189,35.072,0.056,35.034,0.236,-22.111,0.253
NGC3947,37264,G ,11.8460241,21.0298787,11.8889794,20.7516808,235.4924706,75.2878821,92.0778305,-8.2454915,0,Sb,B,,,,3,0.4,,1.138,0.029,0.237,0.029,106.16,22.383,0.335,15.503,0.099,13.933,0.098,13.203,0.098,12.259,0.34,10.239,0.067,15.666,0.172,13.142,0.175,0.815,181.88,4.92,,,,,6199.8,3.5,6206.1,2.4,6204,2.5,0.176,0.347,57.5,0.03,1.145,13.363,12.182,-0.006,0.605,22.971,215.66,5.96,,,15.635,2.272,6119.2,6161,6321.5,6526.1,34.825,0.172,34.599,0.347,34.78,0.154,-21.417,0.182
NGC3978,37502,G ,11.8927515,60.800831,11.9361992,60.5225796,134.8477015,55.3088032,55.0803857,6.6271275,0,SABb,B,,M,,3.8,0.6,,1.198,0.055,0.034,0.04,,22.578,0.226,14.851,0.069,13.34,0.076,12.74,0.076,12.273,0.106,9.967,0.098,16.105,0.212,12,,,77.57,2.82,,,,,9966.8,6.3,9946,3,9949.8,6.1,0.087,0.055,23.14,0.02,1.205,13.133,12.235,-0.044,0.509,23.007,197.42,9.03,,,16.083,2.95,10065.3,10045.6,10200.2,10088.5,35.872,0.106,35.978,0.058,35.954,0.051,-22.821,0.092
NGC3982,37520,G ,11.897873,55.403524,11.9411459,55.1252607,138.8302764,60.273884,60.1711208,4.7630786,0,SABb,B,R,,,3.2,0.6,S1.9,1.275,0.039,0.055,0.03,24.39,19.963,0.389,13.479,0.012,11.812,0.353,11.7,0.1,11.151,0.245,8.856,0.02,14.363,0.142,10.925,,,95.63,2.85,,,71.76,3.87,1108.3,5.1,1113.3,2.6,1112.2,2.2,0.061,0.084,29.27,0.02,1.279,11.658,11.124,,,21.832,195.62,6.63,,,14.341,2.683,1202,1190.7,1350.8,1281.8,31.517,0.803,31.849,0.023,31.849,0.023,-20.191,0.354
NGC3987,37591,G ,11.9129705,25.473686,11.9558311,25.1953682,218.9466734,77.7167545,88.2048472,-5.8318597,0,SBb,B,,,,3,0.4,,1.435,0.028,0.604,0.031,59.2,22.792,0.311,14.213,0.094,13.903,0.093,12.933,0.093,11.808,0.045,9.068,0.042,15.138,0.127,11.141,0.34,1.035,259,6.88,,,,,4498.7,2.9,4281.7,2.4,4371.6,75.6,0.084,0.813,90,0.83,1.418,12.973,11.771,0.152,0.813,23.883,259,,,,14.312,1.339,4310.7,4345.9,4510.4,4678.5,34.093,0.243,34.073,0.026,34.073,0.026,-21.1,0.097
NGC4038,37967,G ,11.9886667,-18.5897894,12.0313932,-18.8682165,286.9589455,42.4613953,131.7795143,-17.2688392,0,SBm,B,,,,8.9,0.5,,1.734,0.025,0.156,0.043,,21.642,0.238,10.66,0.109,10.85,0.109,10.2,0.109,9.47,0.093,7.705,0.159,13.161,0.239,,-0.17,0.705,133.15,5.91,,,,,1644,5.7,1626.2,5.1,1634,6.8,0.201,0.288,51.94,0.03,1.747,10.359,9.382,-0.254,0.561,22.94,169.12,7.78,,,13.134,2.775,1393.5,1477,1571.3,1987.7,31.809,0.691,31.945,0.044,31.945,0.044,-21.587,0.118
NGC4055,38146,G ,12.0244416,20.5102457,12.067069,20.2319,242.8594584,77.1505973,93.4240851,-6.0666279,0,E,,,M,C,-5,0.5,,0.963,0.06,0.066,0.029,0.92,21.391,0.299,15.605,0.124,13.782,0.32,,,12.426,0.172,9.885,0.277,,,,,,,,,,477.16,27.01,,,7330.8,2.7,7330.8,2.7,0.15,0,44.62,0.02,0.984,13.522,12.36,,,22.462,,,,,,,7248.7,7290.8,7452.6,7651.2,35.18,0.146,35.321,0.029,35.321,0.029,-21.799,0.321
NGC4172,38887,G ,12.1627654,56.4555372,12.204138,56.177535,133.8884104,60.1093598,59.9078857,7.2106474,0,Sab,,,,,2,2,,1.09,0.069,0.025,0.051,,21.667,0.292,15.756,0.09,14.263,0.293,,,12.485,0.09,9.897,0.052,,,,,,,,,,,,,,9318.5,3.8,9318.5,3.8,0.06,0.032,20,0.02,1.094,14.078,12.458,,,23.415,,,,,,,9418.2,9404.8,9565.4,9479,35.731,0.113,35.672,0.045,35.68,0.042,-21.603,0.296
NGC4321,40153,G ,12.3397012,16.0993801,12.3819111,15.8222492,271.1362395,76.8987614,99.0348508,-3.1806727,0,SABb,B,,M,,4,0.3,,1.785,0.022,0.037,0.032,,,,10.895,0.278,10.011,0.12,9.473,0.112,8.657,0.252,6.713,0.24,13.162,0.088,9.701,0.075,0.71,113.34,1.76,,,91.06,4.14,1574.2,2.1,1567.9,10.9,1574,1.6,0.113,0.061,24,0.02,1.794,9.826,8.607,-0.043,0.657,22.606,278.64,6.23,,,13.14,3.314,1481.1,1528.3,1688.3,1898.4,31.968,0.643,31.014,0.025,31.014,0.025,-21.188,0.123
NGC4462,41150,G ,12.445528,-22.8902375,12.4892017,-23.1665914,296.356308,39.4230338,137.4609752,-11.8537479,0,SBab,B,R,,,2.1,0.6,,1.556,0.021,0.432,0.024,123.2,21.639,0.401,,,12.792,0.101,11.85,0.04,10.49,0.077,8.488,0.046,15.29,0.092,13.404,0.5,1.01,172.45,8.01,,,136.74,7.49,1792,6.1,1824.5,12.7,1798,9.7,0.438,0.511,75.97,0.07,1.58,11.825,10.297,,,23.714,177.75,8.28,0.265,0.011,15.221,3.396,1560.5,1645,1731.7,2134,32.018,0.627,32.43,0.54,32.254,0.409,-20.429,0.421
NGC4493,41409,G ,12.476311,0.8897903,12.5189902,0.6137534,291.6813987,63.0412455,114.2353253,-5.5782005,0,E,,,M,,-4,0.6,,1.182,0.038,0.31,0.028,139.05,23.118,0.858,16.083,0.157,14.717,0.739,,,12.779,0.314,10.396,0.14,,,,,,,,,,,,,,6920.1,2.3,6920.1,2.3,0.099,0,90,0.83,1.184,14.514,12.735,,,24.444,,,,,,,6765.1,6830.1,6969.4,7265.1,35.029,0.156,34.954,0.031,34.954,0.031,-20.439,0.74
NGC4495,41438,G ,12.4816779,29.4123899,12.5230242,29.1364417,187.3387487,85.1442841,86.875766,2.5944684,0,Sab,,,,,2.1,0.6,S3,1.128,0.035,0.373,0.027,131.98,23.198,0.406,15.212,0.185,14.107,0.293,,,12.7,0.198,10.176,0.05,14.628,0.157,11.799,,,168.26,4.83,,,,,4539.2,4.5,4569.5,2.1,4563.9,8.4,0.091,0.447,71.08,0.05,1.122,13.524,12.66,,,22.966,177.87,5.15,,,14.576,1.052,4539.9,4567.6,4738,4843.9,34.189,0.229,34.248,0.015,34.248,0.015,-20.724,0.294
NGC4501,41517,G ,12.4910711,14.6959111,12.5331376,14.4200354,282.3312879,76.507589,101.0167737,-1.4954053,0,Sb,,,,,3.3,0.6,S2,1.937,0.026,0.296,0.037,138.25,21.327,0.327,11.376,0.344,10.245,0.082,10.333,1.527,8.424,0.163,6.283,0.066,13.816,0.119,,0.325,0.88,242.38,3.84,,,166.2,7.14,2281.9,2,2268,12,2281.5,2.1,0.164,0.439,62.95,0.04,1.941,9.625,8.352,0.285,0.623,23.174,272.14,4.45,0.219,0.008,13.779,4.155,2187.5,2235.9,2395.2,2604.6,32.734,0.453,30.239,0.02,30.239,0.02,-20.614,0.085
NGC4520,41748,G ,12.5208109,-7.099908,12.5638553,-7.3755161,295.261337,55.2337981,122.1633828,-7.0583111,0,E-S0,,,,,-3.1,0.7,,0.9,0.055,0.239,0.027,97.57,20.493,0.314,,,14.65,0.497,,,12.425,0.089,10.394,0.065,,,,,,,,,,255.7,16.4,,,7637.7,25.6,7637.7,25.6,0.112,0,76.62,0.07,0.905,14.424,12.376,,,22.862,,,,,,,7453.2,7526,7650.1,7984.5,35.24,0.142,35.287,0.041,35.283,0.039,-20.86,0.498
NGC4526,41772,G ,12.5251562,7.9748034,12.567503,7.6992614,290.1592399,70.1386088,107.6101148,-2.9162617,0,S0,B,,,,-1.9,0.4,,1.842,0.018,0.449,0.039,138,,,12.574,0.052,10.553,0.088,9.593,0.088,10.11,1.472,6.481,0.046,19.068,0.188,11.012,0.555,0.975,150.41,8.55,246,6,224.64,9.39,560,3.8,591.8,3.5,577.1,11.4,0.096,0,90,0.83,1.835,10.448,10.067,0.465,0.89,23.435,150.41,,0.269,0.008,18.242,7.794,454,510.7,661.6,911.9,30.067,1.64,30.928,0.031,30.928,0.031,-20.48,0.094
NGC4617,42530,G ,12.6461643,50.6675289,12.6849676,50.3934172,127.0922282,66.6513063,66.6828327,9.8662977,0,SABb,B,,,,3.1,0.5,,1.449,0.041,0.73,0.033,179.56,23.451,0.174,15.893,0.074,14.095,0.286,,,12.6,0.058,9.848,0.05,14.67,0.237,,,,219.34,6.83,,,,,4649,4,4666.7,3.1,4660,6.3,0.065,0.959,90,0.83,1.426,13.036,12.571,,,23.976,219.34,,,,13.844,0.809,4743.2,4737.6,4904.8,4842.3,34.263,0.221,,,34.263,0.221,-21.228,0.362
NGC4619,42594,G ,12.6552995,35.3367418,12.6957072,35.0627396,136.9773324,81.799477,81.7493235,6.3111231,0,Sb,B,R,M,,3.1,0.5,S1,1.138,0.068,0.013,0.045,,21.909,0.463,15.152,0.153,13.465,0.28,13.5,0.1,12.343,0.133,9.902,0.032,16.377,0.228,12.824,,,104.11,3.78,,,,,6922,5.1,6923.5,1.9,6923.3,1.7,0.068,0.02,14.54,0.02,1.144,13.325,12.313,,,22.871,414.59,27.13,,,16.355,3.03,6933.9,6951.9,7124.3,7175.5,35.08,0.152,34.949,0.031,34.949,0.031,-21.625,0.282
NGC4675,42998,G ,12.7212272,55.0106858,12.7588586,54.7375711,124.7701946,62.3696758,62.5002138,11.4246022,0,SBb,B,R,,,3,0.4,,1.128,0.076,0.499,0.045,91.69,23.555,0.54,16.393,0.07,14.842,0.112,,,13.322,0.065,10.675,0.075,15.972,0.214,12.108,,,169.17,8.08,,,,,4790.3,5.2,4782.1,1.2,4782.6,1.6,0.072,0.69,78.92,0.09,1.115,14.044,13.291,,,23.433,172.39,8.27,,,15.886,1.842,4887.4,4874.8,5038.5,4940.8,34.317,0.215,34.505,0.036,34.505,0.036,-20.461,0.118
NGC4680,43118,G ,12.7384172,-11.3641614,12.781875,-11.6370833,301.1625938,51.219129,127.1418745,-5.0454552,0,S0-a,B,,,,0.3,1.5,,1.135,0.033,0.255,0.04,40.38,21.501,0.389,,,13.23,0.5,,,11.47,0.077,9.783,0.034,16.42,0.28,11.829,,,84.12,7.48,,,,,2429,6.9,2490.1,13,2442.6,18.5,0.192,0.146,62.85,0.04,1.143,12.855,11.385,,,22.448,94.54,8.48,,,16.384,3.528,2251.4,2326.6,2442.4,2780.7,32.77,0.445,32.905,0.032,32.905,0.032,-20.049,0.501
NGC4704,43288,G ,12.7736354,42.193629,12.812894,41.921275,124.8720017,75.197008,75.3593997,9.2871471,0,SBbc,B,,M,,3.8,0.6,S2,1.003,0.037,0.026,0.024,,22.901,0.649,15.972,0.013,14.528,0.072,13.691,0.088,13.179,0.064,10.749,0.094,17.281,0.148,12.688,,0.8,15.01,1,,,,,8168.4,6,8139.4,3.3,8146.3,8.9,0.073,0.042,20.23,0.02,1.008,14.359,13.147,,0.715,23.233,43.39,3.23,,,17.259,2.9,8193.4,8200.4,8372.3,8365.8,35.434,0.13,35.208,0.038,35.226,0.113,-20.866,0.134
NGC4708,43382,G ,12.7847245,-10.8208218,12.8281889,-11.0930556,302.2393788,51.7763546,126.7930973,-4.2460852,0,SABa,B,R,,,2.1,0.8,,1.097,0.039,0.14,0.026,30.37,,,,,13.92,0.354,,,11.911,0.095,10.156,0.051,16.432,0.245,12.312,,,77.74,3.81,,,,,4164.1,6.5,4113.9,3.1,4123.3,14,0.199,0.181,45.97,0.02,1.11,13.499,11.824,,,22.938,108.14,5.42,,,16.411,2.912,3935.8,4010.4,4127.4,4459.8,33.888,0.263,34.033,0.048,34.033,0.048,-20.534,0.357
NGC4786,43922,G ,12.8657851,-6.5885199,12.9090003,-6.8594493,304.3090823,56.0040073,123.0240767,-1.966974,0,E,,,,,-4.3,0.5,,1.3,0.031,0.119,0.022,169.47,20.633,0.739,,,12.71,0.067,11.709,0.06,10.675,0.079,8.749,0.047,,,,0.49,0.97,,,,,284.69,7.55,,,4627.2,15.6,4627.2,15.6,0.157,0,56.48,0.03,1.319,12.483,10.606,,0.91,23.066,,,0.301,0.004,,,4458.3,4528.6,4654.9,4961,34.151,0.233,34.107,0.041,34.107,0.041,-21.624,0.078
NGC5005,45749,G ,13.1438083,37.3245298,13.182298,37.058994,101.6131452,79.2492301,81.0801415,12.5029031,0,SABb,B,,,,4,0.2,S3b,1.683,0.025,0.5,0.028,69.87,20.827,0.392,10.849,0.088,10.539,0.088,10.709,1.637,8.582,0.064,6.454,0.048,14.529,0.14,9.671,0.37,0.9,244.65,6.63,250,5,171.54,4.38,947.1,4.2,1011.9,30.4,948.4,6.9,0.061,0.77,77.06,0.07,1.669,9.701,8.555,0.21,0.688,21.824,251.03,6.84,,,14.455,4.753,984.8,997.3,1170.2,1175.9,31.181,0.927,31.66,0.05,31.66,0.05,-21.959,0.102
NGC5018,45908,G ,13.1722246,-19.253311,13.216946,-19.5182358,309.8981969,43.0614661,136.4316299,-1.1041461,0,E,B,,,,-4.4,1,,1.54,0.024,0.204,0.024,98.81,,,12.164,0.194,11.684,0.194,10.853,0.053,9.755,0.075,7.768,0.046,16.704,0.41,13.114,0.525,0.96,73.95,9.21,84,12.61,211.94,4.48,2850,18.1,2840.1,12.3,2843.2,7.9,0.412,0,90,0.83,1.594,11.229,9.574,0.407,0.799,23.222,73.95,,0.214,0.004,15.878,4.649,2644,2722.2,2819.6,3156.8,33.068,0.385,32.91,0.029,32.91,0.029,-21.68,0.196
NGC5054,46247,G ,13.2384113,-16.3712122,13.2829056,-16.6346111,311.7223353,45.8008491,133.9324921,0.6147375,0,Sbc,,,M,,4.2,0.9,,1.702,0.017,0.239,0.024,166.89,22.355,0.403,11.817,0.125,11.637,0.125,10.793,0.057,9.626,0.05,7.653,0.128,14.211,0.097,10.342,0.19,0.835,147.51,3.11,,,,,1741.2,3.1,1738.5,18.2,1741.1,2.2,0.357,0.39,56.93,0.03,1.726,10.879,9.469,0.072,0.623,23.45,176.04,3.8,,,14.18,3.301,1553.9,1629.6,1733.9,2054.4,32.018,0.626,30.864,0.27,31.045,0.577,-20.166,0.59
NGC5061,46330,G ,13.2556375,-26.5741404,13.301417,-26.8371305,310.2510181,35.6556692,143.7836247,-2.0583852,0,E,,,,,-4.3,0.9,,1.574,0.027,0.092,0.027,109.74,,,11.638,0.14,11.208,0.14,10.309,0.02,,,7.326,0.048,,,,0.475,0.95,,,,,188,4.82,,,2035,19.3,2035,19.3,0.297,0,49.2,0.02,1.614,10.881,,0.376,0.833,22.937,,,0.246,0.004,,,1818.3,1899.9,1978.2,2334.2,32.298,0.549,32.312,0.034,32.312,0.034,-21.431,0.144
NGC5185,47422,G ,13.4596082,13.6737819,13.500631,13.4160473,338.1756789,73.5868304,105.6576013,11.8500633,0,SBb,B,R,M,,3,0.4,,1.302,0.04,0.434,0.046,57.58,23.134,0.452,16.016,0.229,14.475,0.336,,,12.661,0.29,10.265,0.071,16.353,0.095,,,,277.34,3.66,,,,,7364,3.7,7398.4,3.6,7381.7,12.3,0.106,0.608,74.16,0.06,1.295,13.705,12.614,,,24.03,288.29,3.88,,,16.292,2.587,7323.1,7366.4,7525,7665.5,35.204,0.144,35.26,0.05,35.254,0.047,-21.549,0.339
NGC5246,48128,G ,13.5826695,4.3587182,13.6248223,4.1045081,330.4600833,64.4862768,115.3318195,11.3210146,0,SBb,B,,M,,3.1,0.4,,0.929,0.05,0.114,0.025,85.04,21.154,0.664,16.089,0.217,14.672,0.261,,,13.327,0.061,11.047,0.118,17.087,0.21,13.485,,,59.03,2.67,,,,,6937.9,3.7,6913.2,3.4,6924.6,9,0.11,0.171,41.3,0.02,0.935,14.339,13.279,,,22.863,89.45,4.17,,,17.066,2.727,6831.7,6885.1,7030.1,7216.1,35.055,0.154,35.168,0.044,35.16,0.043,-20.821,0.264
NGC5308,48860,G ,13.755756,61.22204,13.7834468,60.9730644,111.2493023,54.8769431,56.6549499,19.9863862,0,S0,B,,,,-2.1,1.4,,1.636,0.035,0.877,0.047,59.95,20.539,0.755,,,12.24,0.118,11.32,0.118,10.837,0.1,8.42,0.041,17.531,0.393,,0.66,0.925,140.12,9.33,240,10,227.73,7.81,,,2013.6,28.2,2013.6,28.2,0.078,0,90,0.83,1.61,12.132,10.803,,0.807,24.005,140.12,,0.275,0.009,16.705,4.573,2167.8,2141.9,2297.7,2113.6,32.623,0.473,32.269,0.06,32.269,0.06,-20.136,0.132
NGC5338,49353,G ,13.848808,5.4534506,13.8907068,5.2077554,339.6527088,63.5679997,115.2981836,15.4461758,0,S0,B,,,,-2,0.5,,1.288,0.039,0.361,0.027,98.06,22.548,1.348,15.258,0.335,14.113,0.307,,,12.606,0.267,10.564,0.238,17.543,0.173,,,,80.71,3.74,,,,,822.5,3.7,806.1,2.1,810.1,5.2,0.117,0,90,0.83,1.287,13.984,12.554,,,24.242,80.71,,,,16.717,2.733,734.8,784.2,929.3,1084.4,30.694,1.168,30.517,0.3,30.528,0.291,-16.544,0.423
